0 ,1 ,8356 ,93 ,597 ,604 ,261 ,18 ,1 ,0 ,15 ,0 ,3 ,68 ,3 ,336 ,154 ,100 ,13 ,553 ,226 ,5 ,635 ,37 ,2 ,45 ,226 ,12 ,185 ,1043 ,6 ,169 
1 ,0 ,0 ,5 ,53 ,145 ,10122 ,478 ,937 ,914 ,22 ,6 ,1 ,4 ,0 ,20 ,509 ,3341 ,5 ,26 ,70 ,8 ,276 ,11 ,0 ,10 ,0 ,2 ,49 ,0 ,1 ,10 
8356 ,0 ,0 ,56 ,592 ,447 ,160 ,141 ,0 ,53 ,629 ,0 ,0 ,0 ,0 ,1006 ,58 ,437 ,120 ,2905 ,331 ,51 ,1220 ,140 ,9 ,255 ,706 ,34 ,1126 ,5386 ,23 ,189 
93 ,5 ,56 ,0 ,122 ,505 ,36 ,25 ,12 ,11 ,25 ,41 ,127 ,100 ,6 ,240 ,199 ,81 ,30 ,721 ,262 ,17 ,202 ,101 ,94 ,44 ,166 ,104 ,256 ,186 ,34 ,47 
597 ,53 ,592 ,122 ,0 ,803 ,62 ,229 ,143 ,59 ,227 ,72 ,293 ,77 ,24 ,1407 ,3013 ,422 ,75 ,1896 ,433 ,72 ,841 ,964 ,79 ,284 ,275 ,94 ,598 ,300 ,679 ,124 
604 ,145 ,447 ,505 ,803 ,0 ,2079 ,346 ,101 ,204 ,347 ,172 ,557 ,530 ,25 ,3758 ,454 ,671 ,315 ,1178 ,416 ,81 ,729 ,498 ,29 ,2209 ,6477 ,55 ,1623 ,373 ,47 ,103 
261 ,10122 ,160 ,36 ,62 ,2079 ,0 ,148 ,623 ,36 ,43 ,41 ,49 ,108 ,4 ,58 ,721 ,1176 ,127 ,419 ,113 ,39 ,5670 ,65 ,334 ,310 ,185 ,34 ,198 ,308 ,0 ,71 
18 ,478 ,141 ,25 ,229 ,346 ,148 ,0 ,212 ,97 ,121 ,188 ,623 ,403 ,90 ,186 ,3724 ,209 ,59 ,366 ,193 ,26 ,468 ,74 ,8 ,319 ,60 ,12 ,451 ,106 ,15 ,94 
1 ,937 ,0 ,12 ,143 ,101 ,623 ,212 ,0 ,210 ,2698 ,2459 ,753 ,2454 ,48 ,331 ,1612 ,762 ,53 ,1023 ,238 ,42 ,583 ,91 ,1 ,194 ,0 ,22 ,406 ,5 ,7 ,157 
0 ,914 ,53 ,11 ,59 ,204 ,36 ,97 ,210 ,0 ,826 ,623 ,1792 ,1023 ,95 ,378 ,537 ,185 ,14 ,356 ,126 ,12 ,263 ,57 ,6 ,154 ,62 ,3 ,197 ,19 ,5 ,60 
