1566738,63,7487651,29357,362449,41547,0,156018,922,2,116,0,0,0,0,0,0,0,14,70215,63474,0,0,0,11343,0,181,2269,0,1728,92597,194454,9212,866,1219209,0,0
410,1501,11031,1328,53346,142794,9840027,1643,406795,1368348,1264267,3009,633,942,375,2263,748,163,5945,4505,380410,7618810,0,11,264,42,78,445,17,442,1732,610,282,656,1121,0,1035
1484167,0,6974720,8167,19844,198986,70,226,3007,21,0,0,0,0,0,0,0,0,0,31038,1513,0,0,0,13429,0,0,9025,15,12837,244656,577423,6238,398,7210056,0,14328
75909,3309,37996,845758,77996,27149,445,76215,19909,9092,7767,14510,11271,22112,7746,48969,39787,9172,93332,43694,190998,3739,4292,9359,400604,53367,2210,90055,52812,131088,21999,198143,111852,147996,196041,28541,2386
280327,2115,644298,21679,3414250,382867,264,91895,123023,9056,20432,41221,16777,19077,35241,81283,115269,31829,76729,851326,2866100,62608,12962,16720,763941,155051,34739,248724,696811,49782,289480,368696,80606,256750,316923,632096,5691
689604,12481,394161,392524,417882,9633368,30966,2714001,206885,100710,74487,102467,45159,66366,113719,233312,213580,55140,536979,331903,328891,18489,39859,69331,848,807,2810,24020,64166,36040,345042,8789717,10480,309107,338082,13665,34291
159025,18930,154934,21182,45936,2173173,1038825,26972,134436,611255,23768,34669,13395,18040,6266,18335,16857,2420,107538,18921,742599,1225770,52127,56369,150053,15618,32317,5448108,39118,426913,151815,151734,15473,154137,271152,0,90862
116914,3979,710598,37007,251987,505250,2266,2975149,46677,18957,47315,56457,135750,340568,271408,264945,626922,221842,2027733,559833,821087,0,171914,66507,485152,99178,46921,155062,199499,75513,165298,140992,34573,673416,150577,69204,18437
27301,428,107411,2266,37495,182802,5188,42147,514882,133764,78595,41479,66309,72702,126523,467995,143501,14970,311974,45186,3261761,1064,20268,2376,19250,347,5705,1598,573,7070,79446,55430,2038,46879,74098,7297,22072
736,2271,0,552,115302,937,-6,28135,49924,14269268,10401,2650451,1191982,1532422,154124,76334,713682,48754,2928437,32453,1419668,0,116,0,0,0,0,13584,0,1370,0,182,20,8154,1418,34,23064
0,583,55438,29,30256,137635,195,33047,61138,231086,3558866,767413,390861,323587,253413,618975,1037756,221796,1319620,123585,547265,6614,1162,18,1263,0,0,726,3490,8086,4004,83667,971,25817,18452,1379,17865
