0 ,1 ,8628 ,125 ,791 ,709 ,188 ,17 ,1 ,0 ,17 ,0 ,4 ,74 ,1 ,326 ,233 ,82 ,10 ,675 ,502 ,6 ,621 ,12 ,2 ,38 ,191 ,13 ,194 ,1110 ,6 ,81 
1 ,0 ,0 ,8 ,24 ,78 ,5787 ,578 ,407 ,385 ,28 ,8 ,1 ,1 ,0 ,144 ,683 ,2057 ,6 ,23 ,66 ,12 ,379 ,9 ,1 ,6 ,0 ,2 ,57 ,1 ,2 ,21 
8628 ,0 ,0 ,65 ,694 ,456 ,111 ,172 ,0 ,48 ,742 ,0 ,0 ,0 ,0 ,1117 ,75 ,415 ,124 ,3034 ,265 ,73 ,1268 ,58 ,9 ,236 ,591 ,35 ,1421 ,5979 ,46 ,216 
125 ,8 ,65 ,0 ,161 ,622 ,31 ,27 ,11 ,12 ,34 ,39 ,137 ,86 ,6 ,431 ,229 ,104 ,35 ,756 ,266 ,41 ,270 ,53 ,74 ,54 ,147 ,76 ,383 ,207 ,47 ,101 
791 ,24 ,694 ,161 ,0 ,910 ,119 ,266 ,126 ,60 ,260 ,85 ,332 ,71 ,26 ,2284 ,3823 ,518 ,74 ,1755 ,433 ,100 ,886 ,88 ,70 ,246 ,207 ,73 ,821 ,371 ,796 ,160 
709 ,78 ,456 ,622 ,910 ,0 ,1063 ,368 ,106 ,192 ,386 ,176 ,534 ,438 ,28 ,3964 ,553 ,1054 ,298 ,1025 ,435 ,99 ,677 ,200 ,29 ,2171 ,5903 ,48 ,1845 ,415 ,123 ,228 
188 ,5787 ,111 ,31 ,119 ,1063 ,0 ,112 ,263 ,31 ,50 ,36 ,44 ,59 ,3 ,622 ,759 ,766 ,78 ,275 ,166 ,49 ,5047 ,39 ,185 ,231 ,142 ,20 ,213 ,195 ,1 ,56 
17 ,578 ,172 ,27 ,266 ,368 ,112 ,0 ,206 ,82 ,130 ,182 ,628 ,304 ,73 ,320 ,4887 ,311 ,62 ,417 ,245 ,40 ,613 ,25 ,8 ,333 ,54 ,14 ,449 ,156 ,16 ,67 
1 ,407 ,0 ,11 ,126 ,106 ,263 ,206 ,0 ,133 ,2349 ,1848 ,683 ,1735 ,40 ,765 ,1439 ,686 ,48 ,583 ,236 ,50 ,514 ,23 ,1 ,172 ,0 ,14 ,406 ,6 ,8 ,167 
0 ,385 ,48 ,12 ,60 ,192 ,31 ,82 ,133 ,0 ,776 ,573 ,1619 ,741 ,84 ,657 ,604 ,236 ,13 ,265 ,120 ,13 ,170 ,26 ,5 ,183 ,45 ,3 ,184 ,20 ,5 ,51 
17 ,28 ,742 ,34 ,260 ,386 ,50 ,130 ,2349 ,776 ,0 ,991 ,923 ,422 ,73 ,409 ,7080 ,270 ,25 ,888 ,239 ,87 ,474 ,92 ,170 ,137 ,13 ,23 ,663 ,127 ,25 ,178 
0 ,8 ,0 ,39 ,85 ,176 ,36 ,182 ,1848 ,573 ,991 ,0 ,2033 ,501 ,165 ,770 ,589 ,285 ,89 ,1584 ,395 ,101 ,552 ,127 ,11 ,889 ,0 ,47 ,2801 ,22 ,119 ,287 
4 ,1 ,0 ,137 ,332 ,534 ,44 ,628 ,683 ,1619 ,923 ,2033 ,0 ,1900 ,371 ,2363 ,1027 ,654 ,75 ,2913 ,490 ,132 ,902 ,225 ,323 ,4051 ,3 ,43 ,3950 ,61 ,98 ,200 
74 ,1 ,0 ,86 ,71 ,438 ,59 ,304 ,1735 ,741 ,422 ,501 ,1900 ,0 ,28 ,1764 ,62 ,399 ,45 ,1787 ,372 ,49 ,1182 ,75 ,834 ,1429 ,0 ,13 ,3009 ,10 ,25 ,67 
1 ,0 ,0 ,6 ,26 ,28 ,3 ,73 ,40 ,84 ,73 ,165 ,371 ,28 ,0 ,189 ,23 ,50 ,9 ,391 ,88 ,16 ,71 ,19 ,24 ,264 ,279 ,3 ,224 ,19 ,5 ,18 
326 ,144 ,1117 ,431 ,2284 ,3964 ,622 ,320 ,765 ,657 ,409 ,770 ,2363 ,1764 ,189 ,0 ,1682 ,969 ,286 ,2940 ,1378 ,181 ,1526 ,482 ,1065 ,1563 ,423 ,330 ,5347 ,827 ,306 ,255 
