0 ,0 ,8213 ,92 ,548 ,703 ,245 ,31 ,1 ,1 ,14 ,3 ,2 ,72 ,507 ,127 ,117 ,15 ,668 ,71 ,26 ,624 ,41 ,2 ,38 ,139 ,19 ,287 ,1192 ,7 ,162 
0 ,0 ,3 ,3 ,60 ,137 ,13167 ,379 ,1927 ,1206 ,19 ,5 ,2 ,4 ,15 ,332 ,6932 ,4 ,19 ,27 ,8 ,195 ,8 ,0 ,8 ,0 ,2 ,43 ,0 ,1 ,6 
8213 ,3 ,0 ,42 ,537 ,513 ,175 ,92 ,0 ,62 ,484 ,0 ,1 ,0 ,998 ,44 ,429 ,107 ,2772 ,172 ,85 ,1142 ,181 ,14 ,271 ,414 ,41 ,1186 ,6584 ,21 ,100 
92 ,3 ,42 ,0 ,82 ,404 ,31 ,24 ,10 ,9 ,20 ,37 ,106 ,74 ,178 ,158 ,86 ,16 ,715 ,110 ,15 ,169 ,70 ,142 ,70 ,184 ,115 ,241 ,183 ,25 ,11 
548 ,60 ,537 ,82 ,0 ,773 ,68 ,201 ,113 ,53 ,169 ,76 ,247 ,66 ,1366 ,2403 ,458 ,55 ,1877 ,233 ,57 ,674 ,783 ,53 ,286 ,324 ,92 ,483 ,303 ,574 ,36 
703 ,137 ,513 ,404 ,773 ,0 ,2303 ,373 ,92 ,229 ,320 ,212 ,538 ,479 ,3682 ,476 ,693 ,239 ,1354 ,173 ,74 ,667 ,413 ,40 ,2405 ,7806 ,63 ,1482 ,357 ,36 ,102 
245 ,13167 ,175 ,31 ,68 ,2303 ,0 ,197 ,1174 ,39 ,45 ,44 ,53 ,112 ,107 ,760 ,1738 ,142 ,375 ,72 ,57 ,5956 ,65 ,430 ,257 ,208 ,30 ,278 ,383 ,0 ,169 
31 ,379 ,92 ,24 ,201 ,373 ,197 ,0 ,186 ,118 ,112 ,302 ,856 ,349 ,237 ,2935 ,311 ,42 ,337 ,65 ,25 ,344 ,46 ,8 ,195 ,47 ,10 ,407 ,70 ,15 ,96 
1 ,1927 ,0 ,10 ,113 ,92 ,1174 ,186 ,0 ,221 ,2653 ,2949 ,922 ,2959 ,491 ,1596 ,871 ,33 ,972 ,107 ,34 ,630 ,68 ,1 ,199 ,0 ,22 ,325 ,4 ,4 ,125 
1 ,1206 ,62 ,9 ,53 ,229 ,39 ,118 ,221 ,0 ,718 ,915 ,2071 ,1071 ,430 ,631 ,252 ,12 ,484 ,66 ,9 ,271 ,38 ,9 ,150 ,90 ,5 ,194 ,22 ,5 ,81 
14 ,19 ,484 ,20 ,169 ,320 ,45 ,112 ,2653 ,718 ,0 ,1075 ,895 ,479 ,264 ,4541 ,200 ,13 ,1012 ,106 ,62 ,369 ,82 ,202 ,94 ,20 ,21 ,376 ,138 ,5 ,47 
3 ,5 ,0 ,37 ,76 ,212 ,44 ,302 ,2949 ,915 ,1075 ,0 ,1352 ,457 ,140 ,439 ,294 ,32 ,1797 ,211 ,83 ,646 ,283 ,446 ,1180 ,549 ,58 ,2803 ,44 ,60 ,232 
2 ,2 ,1 ,106 ,247 ,538 ,53 ,856 ,922 ,2071 ,895 ,1352 ,0 ,1984 ,416 ,695 ,553 ,33 ,2096 ,199 ,92 ,733 ,572 ,251 ,2416 ,11 ,27 ,2954 ,26 ,70 ,111 
72 ,4 ,0 ,74 ,66 ,479 ,112 ,349 ,2959 ,1071 ,479 ,457 ,1984 ,0 ,1693 ,71 ,492 ,30 ,2112 ,209 ,44 ,1482 ,138 ,439 ,1830 ,0 ,13 ,3032 ,7 ,15 ,76 
507 ,15 ,998 ,178 ,1366 ,3682 ,107 ,237 ,491 ,430 ,264 ,140 ,416 ,1693 ,0 ,972 ,605 ,183 ,2978 ,815 ,121 ,1457 ,1382 ,476 ,1260 ,385 ,276 ,2244 ,509 ,273 ,100 
127 ,332 ,44 ,158 ,2403 ,476 ,760 ,2935 ,1596 ,631 ,4541 ,439 ,695 ,71 ,972 ,0 ,1120 ,438 ,4352 ,894 ,3399 ,2926 ,796 ,810 ,563 ,313 ,75 ,5439 ,290 ,46 ,783 
117 ,6932 ,429 ,86 ,458 ,693 ,1738 ,311 ,871 ,252 ,200 ,294 ,553 ,492 ,605 ,1120 ,0 ,665 ,2184 ,529 ,548 ,1299 ,566 ,391 ,763 ,626 ,56 ,2374 ,1511 ,1 ,117 
15 ,4 ,107 ,16 ,55 ,239 ,142 ,42 ,33 ,12 ,13 ,32 ,33 ,30 ,183 ,438 ,665 ,0 ,497 ,174 ,58 ,654 ,436 ,998 ,445 ,490 ,66 ,910 ,1184 ,16 ,81 
668 ,19 ,2772 ,715 ,1877 ,1354 ,375 ,337 ,972 ,484 ,1012 ,1797 ,2096 ,2112 ,2978 ,4352 ,2184 ,497 ,0 ,1813 ,3331 ,6600 ,4433 ,507 ,915 ,3033 ,269 ,8148 ,4129 ,517 ,749 
71 ,27 ,172 ,110 ,233 ,173 ,72 ,65 ,107 ,66 ,106 ,211 ,199 ,209 ,815 ,894 ,529 ,174 ,1813 ,0 ,6015 ,2083 ,2121 ,1629 ,96 ,352 ,408 ,4197 ,341 ,118 ,150 
26 ,8 ,85 ,15 ,57 ,74 ,57 ,25 ,34 ,9 ,62 ,83 ,92 ,44 ,121 ,3399 ,548 ,58 ,3331 ,6015 ,0 ,1193 ,1502 ,61 ,285 ,1136 ,126 ,2646 ,926 ,28 ,540 
624 ,195 ,1142 ,169 ,674 ,667 ,5956 ,344 ,630 ,271 ,369 ,646 ,733 ,1482 ,1457 ,2926 ,1299 ,654 ,6600 ,2083 ,1193 ,0 ,1709 ,1359 ,956 ,965 ,235 ,6802 ,1783 ,144 ,771 
41 ,8 ,181 ,70 ,783 ,413 ,65 ,46 ,68 ,38 ,82 ,283 ,572 ,138 ,1382 ,796 ,566 ,436 ,4433 ,2121 ,1502 ,1709 ,0 ,1046 ,1687 ,850 ,385 ,11450 ,1571 ,77 ,515 
2 ,0 ,14 ,142 ,53 ,40 ,430 ,8 ,1 ,9 ,202 ,446 ,251 ,439 ,476 ,810 ,391 ,998 ,507 ,1629 ,61 ,1359 ,1046 ,0 ,9 ,1 ,0 ,2982 ,22 ,112 ,1170 
38 ,8 ,271 ,70 ,286 ,2405 ,257 ,195 ,199 ,150 ,94 ,1180 ,2416 ,1830 ,1260 ,563 ,763 ,445 ,915 ,96 ,285 ,956 ,1687 ,9 ,0 ,194 ,54 ,2214 ,77 ,133 ,486 
139 ,0 ,414 ,184 ,324 ,7806 ,208 ,47 ,0 ,90 ,20 ,549 ,11 ,0 ,385 ,313 ,626 ,490 ,3033 ,352 ,1136 ,965 ,850 ,1 ,194 ,0 ,71 ,3047 ,1188 ,128 ,229 
19 ,2 ,41 ,115 ,92 ,63 ,30 ,10 ,22 ,5 ,21 ,58 ,27 ,13 ,276 ,75 ,56 ,66 ,269 ,408 ,126 ,235 ,385 ,0 ,54 ,71 ,0 ,524 ,199 ,23 ,30 
287 ,43 ,1186 ,241 ,483 ,1482 ,278 ,407 ,325 ,194 ,376 ,2803 ,2954 ,3032 ,2244 ,5439 ,2374 ,910 ,8148 ,4197 ,2646 ,6802 ,11450 ,2982 ,2214 ,3047 ,524 ,0 ,1907 ,101 ,834 
1192 ,0 ,6584 ,183 ,303 ,357 ,383 ,70 ,4 ,22 ,138 ,44 ,26 ,7 ,509 ,290 ,1511 ,1184 ,4129 ,341 ,926 ,1783 ,1571 ,22 ,77 ,1188 ,199 ,1907 ,0 ,95 ,127 
7 ,1 ,21 ,25 ,574 ,36 ,0 ,15 ,4 ,5 ,5 ,60 ,70 ,15 ,273 ,46 ,1 ,16 ,517 ,118 ,28 ,144 ,77 ,112 ,133 ,128 ,23 ,101 ,95 ,0 ,2 
162 ,6 ,100 ,11 ,36 ,102 ,169 ,96 ,125 ,81 ,47 ,232 ,111 ,76 ,100 ,783 ,117 ,81 ,749 ,150 ,540 ,771 ,515 ,1170 ,486 ,229 ,30 ,834 ,127 ,2 ,0 
