1643017 ,504 ,7111018 ,35881 ,413493 ,31173 ,609 ,856 ,2 ,274 ,0 ,0 ,0 ,0 ,0 ,57 ,0 ,204870 ,87905 ,0 ,0 ,9311 ,0 ,81 ,1939 ,0 ,2140 ,34205 ,225434 ,8564 ,1006 ,1038617 ,0 ,0 
626 ,3019 ,63 ,37 ,50733 ,136460 ,10106649 ,477435 ,935056 ,913998 ,880 ,1506 ,269 ,63 ,313 ,3608 ,43 ,10990 ,502664 ,3306757 ,245 ,0 ,0 ,0 ,57 ,0 ,429 ,5111 ,408 ,0 ,275 ,-382 ,0 ,1335 
1244658 ,0 ,5369035 ,13100 ,21723 ,120839 ,64 ,3474 ,22 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,24435 ,0 ,0 ,0 ,16520 ,0 ,0 ,8619 ,9 ,9467 ,30590 ,706339 ,6492 ,500 ,5382027 ,0 ,10014 
57427 ,4571 ,42653 ,1148899 ,87547 ,23589 ,3693 ,22270 ,11743 ,10793 ,16431 ,40731 ,49745 ,18392 ,58995 ,99688 ,5507 ,114725 ,182190 ,3562 ,12093 ,375143 ,66539 ,1582 ,87075 ,59419 ,93891 ,16443 ,165954 ,98446 ,125784 ,184769 ,29608 ,30896 
183143 ,2440 ,570337 ,34215 ,3455155 ,395630 ,322 ,149913 ,16805 ,30638 ,56296 ,54599 ,116664 ,73695 ,100489 ,76596 ,23382 ,1023329 ,2929128 ,34537 ,26298 ,806118 ,189829 ,34957 ,298732 ,874319 ,78586 ,204035 ,274720 ,84212 ,221657 ,298216 ,669472 ,51584 
573052 ,8267 ,326655 ,481198 ,407462 ,9007825 ,30394 ,192188 ,99921 ,84233 ,104615 ,171716 ,198184 ,81407 ,274366 ,530011 ,24560 ,3228057 ,275895 ,16089 ,117245 ,883 ,1184 ,1113 ,20499 ,93291 ,29467 ,187027 ,6476823 ,10848 ,239539 ,368195 ,33361 ,59187 
260168 ,15669 ,159907 ,32434 ,61702 ,2049077 ,661698 ,141097 ,623266 ,36160 ,32574 ,40425 ,14959 ,4204 ,29350 ,108325 ,3501 ,46662 ,704416 ,1066224 ,118105 ,224977 ,18480 ,32472 ,5205624 ,47257 ,334110 ,272335 ,185324 ,27186 ,115337 ,307525 ,0 ,65435 
17577 ,196 ,137336 ,2235 ,79344 ,154053 ,7262 ,574809 ,147120 ,56388 ,44051 ,165854 ,126719 ,21541 ,474242 ,402557 ,89909 ,87362 ,3623305 ,1184 ,21480 ,36241 ,770 ,2533 ,1980 ,466 ,7705 ,63175 ,59501 ,3764 ,70715 ,105221 ,6365 ,32619 
1038 ,1812 ,0 ,220 ,126419 ,1201 ,-8 ,64916 ,13290958 ,11401 ,2678153 ,2450737 ,597523 ,82749 ,73058 ,2454127 ,47635 ,76416 ,1458233 ,0 ,2913 ,0 ,0 ,0 ,13822 ,0 ,928 ,0 ,388 ,24 ,7778 ,1648 ,37 ,45938 
0 ,259 ,52627 ,161 ,28663 ,120038 ,106 ,40183 ,198534 ,2884344 ,807550 ,619779 ,1020074 ,273674 ,496266 ,1022919 ,95039 ,192419 ,497465 ,13149 ,1153 ,1420 ,0 ,0 ,546 ,1994 ,6439 ,1601 ,61574 ,812 ,19814 ,17754 ,1394 ,32199 
14747 ,21204 ,629438 ,8335 ,170957 ,242158 ,10859 ,76615 ,20079 ,18097 ,745261 ,1126294 ,392976 ,169983 ,273103 ,519881 ,76117 ,229324 ,6190568 ,14242 ,5265 ,332702 ,2552 ,17331 ,75088 ,12668 ,174282 ,4203 ,16119 ,8893 ,85875 ,112940 ,354 ,23239 
234 ,4399 ,2 ,0 ,17727 ,769 ,91 ,22233 ,8630 ,3675 ,25218 ,6152528 ,243520 ,36462 ,56826 ,531441 ,34111 ,63384 ,417882 ,165 ,32927 ,777 ,0 ,0 ,4831 ,414 ,12027 ,0 ,0 ,0 ,1758344 ,41443 ,76364 ,0 
3221 ,311 ,110 ,0 ,1731 ,443 ,0 ,33 ,0 ,317 ,12225 ,762289 ,1630728 ,245726 ,369089 ,1364437 ,63127 ,7145 ,493668 ,111 ,674 ,28918 ,242 ,647 ,10369 ,8756 ,66606 ,14230 ,2830 ,0 ,438304 ,13451 ,0 ,7549 
86 ,20 ,185 ,107 ,158 ,1897 ,41 ,181 ,125 ,143 ,388 ,17224 ,1660 ,355948 ,2970 ,401148 ,117 ,1566 ,105975 ,191 ,365 ,14634 ,2864 ,1519 ,3639 ,6348 ,79591 ,1670 ,1035 ,450 ,127339 ,6466 ,0 ,0 
5 ,0 ,88 ,7 ,141 ,211 ,15 ,8 ,42 ,1849 ,42574 ,866882 ,1606785 ,3728460 ,4988634 ,394172 ,626405 ,108884 ,13526 ,265 ,75 ,4140 ,2831 ,0 ,172 ,73690 ,134571 ,53174 ,62 ,0 ,701535 ,42 ,40625 ,0 
67599 ,40 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3875 ,0 ,0 ,0 ,24604589 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,737675 ,0 ,764324 ,1568 ,0 ,0 ,1833918 ,3091 ,0 ,0 
2786 ,33 ,113 ,80 ,688 ,600 ,6 ,386 ,70 ,53 ,369 ,155237 ,14217 ,25620 ,6922 ,34049 ,77386 ,5013 ,6540 ,0 ,672 ,156441 ,2810 ,303 ,1798 ,17101 ,30745 ,562 ,444924 ,122 ,44820 ,17469 ,0 ,0 
131441 ,9363 ,981769 ,124945 ,383204 ,530064 ,11594 ,98581 ,254718 ,185518 ,103956 ,724335 ,655097 ,493596 ,441127 ,2044834 ,177444 ,4287057 ,1047942 ,162223 ,247882 ,1119446 ,867455 ,29435 ,231861 ,1475130 ,982398 ,872116 ,336818 ,252709 ,1443848 ,532410 ,252248 ,49476 
65697 ,6518 ,57602 ,16915 ,84255 ,178017 ,16220 ,100221 ,153842 ,39049 ,109330 ,88024 ,62443 ,28035 ,89032 ,68037 ,14631 ,92300 ,143850 ,1046250 ,231683 ,651679 ,164048 ,3047681 ,505823 ,233419 ,588219 ,453558 ,293525 ,13406 ,175208 ,301196 ,0 ,0 
100052 ,34577 ,437203 ,77693 ,387858 ,654585 ,109354 ,207894 ,762012 ,171591 ,201682 ,280114 ,154157 ,68454 ,333791 ,507878 ,42495 ,407793 ,256217 ,678501 ,373113 ,1702475 ,133727 ,194332 ,705874 ,314668 ,446391 ,784309 ,647329 ,20445 ,290719 ,1239912 ,0 ,26158 
12729 ,4390 ,119959 ,17746 ,48945 ,197940 ,8522 ,37968 ,50057 ,13317 ,18123 ,71935 ,23022 ,8250 ,42801 ,59246 ,8559 ,43208 ,148729 ,131373 ,493129 ,337432 ,112246 ,25486 ,262486 ,165490 ,818929 ,390269 ,537219 ,15385 ,73840 ,1178446 ,0 ,48550 
543366 ,25953 ,2888790 ,346162 ,1090315 ,1177229 ,194258 ,329827 ,1023014 ,354572 ,667424 ,1933937 ,1084816 ,780859 ,682884 ,2553585 ,220555 ,1780332 ,4123288 ,379221 ,173704 ,1826085 ,252847 ,72325 ,1665151 ,714522 ,581473 ,702208 ,2835627 ,183921 ,1708624 ,3525607 ,323705 ,67954 
226281 ,70008 ,330764 ,195251 ,243197 ,414955 ,94525 ,192430 ,237889 ,126216 ,208774 ,425658 ,151325 ,105731 ,162307 ,404587 ,96922 ,453468 ,937841 ,635453 ,74613 ,5707629 ,4478944 ,3798522 ,2220168 ,636153 ,126344 ,314064 ,660311 ,88074 ,2533832 ,810215 ,0 ,2326986 
4520 ,7829 ,51378 ,15435 ,36937 ,79979 ,6388 ,23630 ,41572 ,12040 ,45926 ,82649 ,47858 ,23900 ,24785 ,42728 ,10253 ,75210 ,160378 ,161725 ,18237 ,2879732 ,569767 ,378002 ,749394 ,897579 ,36347 ,284839 ,307729 ,94826 ,322496 ,735293 ,0 ,13276 
633183 ,276017 ,1211601 ,114824 ,541976 ,708525 ,464441 ,466479 ,569473 ,262096 ,384070 ,620683 ,326601 ,215122 ,304665 ,886901 ,72008 ,1170495 ,3343445 ,498654 ,289057 ,5458445 ,819735 ,150947 ,5919613 ,1106699 ,1195672 ,705266 ,870549 ,138163 ,949123 ,1598398 ,84276 ,179239 
37206 ,11267 ,139738 ,41280 ,89248 ,404359 ,17462 ,73785 ,91030 ,55042 ,148540 ,359357 ,256920 ,205202 ,166076 ,193154 ,32000 ,212414 ,757075 ,341540 ,255263 ,4223835 ,2328652 ,137929 ,604955 ,4763584 ,1338661 ,1095032 ,751008 ,337643 ,5906722 ,1220762 ,0 ,95669 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1109667 
10891 ,4545 ,224374 ,27141 ,79967 ,2022341 ,38019 ,255602 ,193713 ,152626 ,118247 ,986641 ,1252244 ,770294 ,1654923 ,1823954 ,235196 ,457185 ,79319 ,437447 ,1231 ,327863 ,19473 ,170 ,99285 ,503975 ,6396 ,85024 ,7595 ,0 ,98904 ,24834 ,0 ,139098 
859 ,0 ,0 ,0 ,21 ,366 ,0 ,0 ,48 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,39 ,20 ,23 ,206 ,2129 ,1134 ,90 ,2612 ,2107 ,322 ,336 ,893380 ,53 ,439 ,2388 ,0 ,942 
3252 ,2227 ,27758 ,5237 ,9374 ,44505 ,6574 ,7819 ,21655 ,2526 ,15406 ,53207 ,11152 ,14973 ,10812 ,16471 ,2443 ,20402 ,60666 ,28647 ,53817 ,52324 ,103130 ,20495 ,58113 ,48368 ,253 ,50553 ,57901 ,0 ,129787 ,198345 ,0 ,10711 
184088 ,48698 ,1125631 ,130624 ,376205 ,1383206 ,82875 ,380670 ,397971 ,177447 ,432587 ,1294374 ,753692 ,510155 ,726556 ,1577766 ,173114 ,925597 ,4957399 ,1513348 ,596623 ,6035146 ,4674937 ,1385730 ,6605944 ,5725660 ,2091211 ,1863246 ,2276151 ,369527 ,5963626 ,1792907 ,0 ,162405 
4846 ,208 ,4338 ,891 ,1988 ,4364 ,482 ,1133 ,3101 ,1299 ,1832 ,4593 ,3310 ,1873 ,3415 ,6292 ,416 ,7024 ,30402 ,2603 ,1718 ,104906 ,10815 ,51159 ,25011 ,471242 ,21727 ,45097 ,681959 ,17133 ,118178 ,629286 ,0 ,13673 
6466 ,1118 ,23469 ,4619 ,9205 ,13296 ,404 ,8354 ,6916 ,3461 ,13457 ,36888 ,20987 ,14690 ,22119 ,24721 ,3364 ,18692 ,20786 ,15683 ,15412 ,377580 ,150126 ,16659 ,79063 ,75711 ,73672 ,128164 ,119903 ,20858 ,86062 ,104784 ,0 ,1120 
168944 ,9110 ,178736 ,16486 ,72659 ,43696 ,5991 ,61478 ,110744 ,27642 ,46118 ,181738 ,51171 ,19016 ,14722 ,49167 ,6937 ,97354 ,487746 ,56315 ,60082 ,648091 ,109995 ,235786 ,269593 ,478967 ,15554 ,504013 ,160936 ,11163 ,272444 ,157739 ,0 ,0 
